Identifiant,NomGroupePlat,NumPlat,Aliment,NomFamPlat,TextRecette,Viande,Poisson,Ig(bas:55 ou moins; moyen: 56-60 élevé: >ou=70),MacroN,Végé,sansGluten,cétogène,DurPrep,SaisDeb,SaisFin,NumIng1,QteIng1,UniteIng1,NumIng2,QteIng2,UniteIng2,NumIng3,QteIng3,UniteIng3,NumIng4,QteIng4,UniteIng4,NumIng5,QteIng5,UniteIng5,NumIng6,QteIng6,UniteIng6,NumIng7,QteIng7,UniteIng7,NumIng8,QteIng8,UniteIng8,NumIng9,QteIng9,UniteIng9,NumIng10,QteIng10,UniteIng10,NumIng11,QteIng11,UniteIng11,NumIng12,QteIng12,UniteIng12,NumIng13,QteIng13,UniteIng13,NumIng14,QteIng14,UniteIng14,NumIng15,QteIng15,UniteIng15,NumIng16,QteIng16,UniteIng16,NumIng17,QteIng17,UniteIng17,NumIng18,QteIng18,UniteIng18,NumIng19,QteIng19,UniteIng19,NumIng20,QteIng20,UniteIng20,Prix,Diff,Medi,Sanssel,Porc
31,Légumes-saison,31,brocoli,"Tarte aux brocolis,tomate et au romarin","Préchauffez votre four à 200°C (390°F).
Lavez la brocoli et tomates, puis coupez-les en tranches fines. Effeuillez quelques brins de romarin. Étalez la pâte brisée ou feuilletée sur une surface légèrement farinée. Transférez-la sur une plaque de cuisson recouverte de papier sulfurisé.
Disposez les tranches de brocoli et de tomates de manière alternée sur la pâte, en les chevauchant légèrement. Parsemez les brins de romarin sur les légumes.
Saupoudrez de fromage de chèvre émietté.
Arrosez d'huile d'olive. Salez et poivrez selon votre goût.
Sortez la tarte du four et laissez-la reposer quelques minutes avant de la découper.
Servez chaud.",non,non,moyen,L-G,non,non,non,30,mai,septembre,20304,150,g,20276,150,g,23424,75,g,12120,30,g,12800,30,g,17270,5,ml,11013,5,g,11060,2,g,11068,2,g,11033,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
32,Légumes-saison,32,brocoli,Poulet aux brocolis et aux tomates,"Cuire le riz suivant les instructions. Faites chauffer l'huile d'olive dans une poêle à feu moyen. Ajoutez le filet de poulet et faites-le dorer de chaque côté pendant environ 5 minutes. Retirez-le de la poêle et réservez.Dans la même poêle, ajoutez l'oignon émincé et faites-le revenir jusqu'à ce qu'il devienne translucide. Ajoutez l'ail haché et faites-le revenir pendant 1min de plus. Ajoutez le brocolis et les dés de  tomates. Mélangez bien.
Ajoutez le thym, l'origan, le sel et le poivre. Laissez mijoter pendant environ 10min. Remettez le filet de poulet dans la poêle avec la sauce brocoli. Laissez mijoter pendant 5min de plus pour que le poulet s'imprègne bien des saveurs de la sauce.Servez le avec du riz cuit.",oui,non,moyen,P-L-G,non,non,non,30,mai,septembre,20304,150,g,20276,150,g,36040,200,g,9119,60,g,17270,15,ml,11023,5,g,20034,30,g,11038,1,g,11035,1,g,11033,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
33,Légumes-saison,33,brocoli,œuf au brocoli et tomates,"Préparer et faire cuire les brocoli pendant 15 minutes. Lavez la tomate et coupez-la en petits dés. Émincez finement l'oignon, hachez l'ail et le persil frais. Faites chauffer l'huile d'olive dans une poêle à feu moyen. Ajoutez l'oignon émincé et faites-les revenir jusqu'à ce qu'ils soient translucides (environ 2-3 minutes). Ajoutez l'ail haché et faites revenir pendant 1 minute supplémentaire. Ajoutez les dés de tomate dans la poêle et faites cuire pendant environ 5-7 minutes, jusqu'à ce que les tomates commencent à se décomposer et forment une sauce épaisse. Assaisonnez avec du sel, du poivre. Faites un petit creux dans la sauce tomate à l'aide d'une cuillère et cassez un œuf dans chaque creux. Couvrez la poêle avec un couvercle et laissez cuire à feu doux pendant environ 5-7 minutes, jusqu'à ce que les blancs soient pris mais que les jaunes soient encore coulants. Vous pouvez ajuster le temps de cuisson en fonction de vos préférences pour la cuisson des œufs.Une fois les œufs cuits à votre convenance, retirez la poêle du feu.
Parsemez les œufs et la sauce tomate de persil frais haché.",non,non,bas,P-L-G,non,non,non,25,mai,octobre,22000,2,oeuf,20304,150,g,20047,100,g,17270,5,g,20034,30,ml,11023,5,g,11014,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
34,Légumes-saison,1,Chou-fleur,"Poulet, Chou-fleur, tomates et  basilic","Cuire à la vapeur le chou-fleur pendant 10 min. Dans une grande casserole, faites dorer les filets de poulet, puis réservez. Faites ensuite revenir les oignons et l'ail dans l'huile, remettez les filets et ajoutez les tomates. Couvrez et laissez mijoter 30min (ajoutez un peu d'eau si nécessaire en milieu de cuisson), ajoutez le basilic en fin de cuisson.",oui,non,bas,P-L,non,non,non,40,mai,mai,20016,200,g,36040,120,g,17270,10,ml,20276,200,g,13186,40,g,13186,30,g,20034,20,g,11033,10,g,11023,5,g,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
35,Légumes-saison,2,Chou-fleur,Tarte thon Chou-fleur sans pâte,"Cuire au préalable à la vapeur le chou-fleur pendant 10 min. Egouttez la boite de thon. Battre dans un saladier les œufs, y rajouter la crème, l'huile d'olive, le fromage. Bien mélanger. Rajoutez le chou-fleur puis le thon, l'ail, la ciboulette et l'aneth. Salez, poivrez, mélangez. Versez la préparation dans un plat en verre pour le four. Enfournez 35 min à 180°C. 5 minutes avant la fin, parsemez le dessus du reste de fromage, enfournez à nouveau.",non,oui,bas,P-L,non,non,non,60,septembre,mai,20016,200,g,26053,150,g,22000,2,oeuf,19430,50,ml,12804,50,g,17270,10,ml,11023,1,pincée,11093,2,pincée,11003,2,pincée,11060,2,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
36,Légumes-saison,3,Chou-fleur,"Super poêlée Provençale, Chou-fleur","Faire bouillir le riz dans de l'eau salée en suivant les récommandations. cuire à la vapeur le chou-fleur pendant 10 min. Faire revenir l'oignon coupé en rondelles et l'ail dans de l'huile d'olive dans une poêle. Couper les légumes en rondelles ou en dés suivant la forme des légumes. Ajouter les avec les champignons, les olives, les tomates le persil (broyé) et les herbes dans la poêle. Ajouter le jus de citron. Laisser cuire 5 minutes à feu fort. Mouiller avec le bouillon dilué dans un verre d'eau. Laisser fondre à feu moyen pendant 15 minutes, jusqu'à ce que les légumes soient bien moelleux. Saler, poivrer. Servir avec le riz.",non,non,moyen,L-G,non,non,non,25,septembre,mai,20016,150,g,20039,150,g,20276,100,g,9109,70,g,13186,30,g,17270,20,ml,13067,40,g,11014,10,g,20034,30,g,11023,5,g,20228,50,g,25947,10,g,11060,100,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
37,Légumes-saison,4,Chou-fleur,Foie au vinaigre et aux Chou-fleur,"Cuire au préalable à la vapeur le brocolis pendant 10 min. Pendant ce temps, faites cuire la tranche de foie dans un peu d'huile. Quand elle est bien dorée, salez, poivrez et ajoutez le vinaigre, selon vos goûts. Laissez mijoter selon la cuisson du foie, puis mettez la de côté, en la gardant au chaud. Dans le jus de cuisson, faites fondre les échalotes émincées, puis ajoutez un peu de fond de veau.,puis rajoutez la muscade et du persil en poudre. Nappez la tranche de foie et les chou fleur de cette sauce.",oui,non,bas,P-L,non,non,non,30,septembre,mai,20016,300,g,40106,100,g,13186,50,g,20097,75,g,17270,20,ml,11304,10,g,11090,50,ml,11048,1,pincée,11024,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
38,Légumes-saison,5,Chou-fleur,Lieu noir à la menthe et Chou-fleur,"Dans une caserole,portez à ébullition 2 volumes d'eau pour un volume de quinoa et laisser cuire le quinoa pendant 15 minutes. cuire à la vapeur le chou-fleur pendant 10 min. Dans une poêle diluez le cube dans de l'eau, puis faites chauffer quelques minutes jusqu’à dissolution de celui-ci. Attention à ne pas mettre trop d'eau. Rajoutez le chou-fleur, l'huile d'olive, et cuire à feu moyen pendant 5min, puis ajoutez la menthe ciselée, la ciboulette, le persil en fin de cuisson. Enlevez le surplus d'eau et réservez. Poêlez le lieu noir lentement du côté peau, à feu doux pendant 5 minutes, saupoudrez de sésame sans le brûler, salez et poivrez-le en fin de cuisson. Montez l'assiette avec le quinoa et le poisson recouvert de jus de citron .",non,oui,moyen,P-G,non,non,non,30,septembre,mai,20016,150,g,9340,60,g,26134,200,g,15010,20,g,17270,20,ml,2007,5,ml,11172,1,g,11027,10,g,11014,10,g,11003,15,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
39,Légumes-saison,6,Chou-fleur,Omelette au Chou-fleur,"Cuire au préalable à la vapeur le chou-fleur découpé en petit morceau pendant 10min. Dans un bol, battez les œufs avec le lait. Ajoutez le sel et le poivre, et mélangez bien. Faites chauffer l'huile d'olive dans une poêle à feu moyen. Ajoutez l'oignon et faites-le revenir pendant 2-3 minutes jusqu'à ce qu'il soit translucide. Ajoutez l'ail et faites cuire encore 1 minute. Versez la garniture dans la poêle et laissez cuire le mélange 2-3 minutes.",non,non,bas,P-L,non,non,non,15,septembre,mai,20016,100,g,22000,2,oeuf,19060,30,ml,12060,10,g,15011,10,g,17270,15,ml,20034,30,g,11023,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
40,Légumes-saison,7,Chou-fleur,"Coquillettes Chou-fleur,épinards","Faites cuire le chou-fleurs à la vapeur pendant 15min et faites cuire les pâtes dans l'eau bouillante salée.cuire les épinards dans une casserole pendant 5min à feu moyen. Égouttez-les. Puis dans une poêle cuire les lardons et y ajoutez les pâtes ,les épinards et les chou fleur coupés en petits morceaux. Mélangez vivement en ajoutant la crême. Ajoutez les condiments et épices de votre choix.",oui,non,moyen,P-L-G,non,non,non,40,septembre,mai,20016,100,g,20059,150,g,28501,50,g,9810,80,g,19430,50,ml,11060,2,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
41,Légumes-saison,8,Chou-fleur,Gratin de Chou-fleur et brochette de poisson,"Cuire au préalable à la vapeur le chou-fleur pendant 10 min. Disposez les légumes dans un plat à gratin Versez la crème liquide dessus. Salez, poivrez et ajoutez l'ail en poudre puis parsemez de fromage râpé, mettre au four 8-10min jusqu'à ce que le fromage soit légèrement grillé. Pendant ce temps cuire le poisson dans un peu d'huile d'olive dans une poêle.  Garnir le poisson aux herbes de provance",non,oui,bas,P-L,non,non,non,30,septembre,mai,20016,300,g,25539,150,g,19430,100,ml,12804,50,ml,17270,5,g,11060,2,ml,20034,30,g,11023,2,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
42,Légumes-saison,9,Chou-fleur,Poulet à la libanaise,"Cuire au préalable à la vapeur le chou-fleur pendant 10 min. Mélanger les ingrédients de la marinade : le poulet avec 2 cuillères à soupe d'huile, 1  cuillère à soupe de jus de citron, 0,5 cuillère à café de cumin, 0,5 de cannelle, 0,5 mélange 4 épices, 0,5 de poivre de cayenne), piler 1 gousse d'ail, saler; mélanger. Filmer et entreposer 12 heures au réfrigérateur. Couper un citron en tranche, presser le jus de l'autre citron. Mettre le poulet dans un plat à gratin, avec le chou-fleur coupés en petits morceaux, les citrons coupés en tranches et le jus de citron. Mélanger l’ensemble. Enfourner à 180 °C pendant 45 minutes. Emincer l'oignon rouge, effeuiller et hacher le persil. Pendant ce temps cuire le riz dans l'eau bouillante. A la sortie du four, agrémentez le poulet d’oignon rouge émincé et de persil haché.",oui,non,moyen,P-L-G,non,non,non,60,septembre,mai,20016,150,g,36040,140,g,9120,60,g,17270,5,ml,11014,10,g,11023,5,g,20238,30,ml,2007,2,citron,11042,1,g,11025,0.5,g,11081,0.5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
43,Légumes-saison,10,Chou-fleur,Chou-fleur au lait de coco,"Cuire au préalable à la vapeur le chou-fleur pendant 15 min. Mettre les oignons dans une casserole après les avoir préparés et coupés en fines lamelles, avec un peu d’huile d’olive. Couper la viande en petits morceaux. Ajouter et faire revenir les morceaux de viande. Ajouter le lait de coco. Puis ajouter l’ail écrasé, le poivre, le sel, le thym, le cumin, le persil et le laurier. . Ensuite mélanger",oui,non,bas,P-L,non,non,non,30,septembre,mai,20016,300,g,28302,150,g,18041,50,ml,15055,15,g,20034,30,g,11023,5,g,11014,10,g,11070,2,g,11042,2,g,11053,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,oui
44,Légumes-saison,11,Chou-fleur,Chou-fleur aux lardons,"Cuire le chou-fleur à la vapeur pendant 15min. Le gruyère peut être remplacé par du fromage de chèvre ou même sans fromage, en ajoutant un peu plus de crème fraiche à la place. Faites revenir l'ail et les oignons, puis les lardons. Une fois cuits, y ajouter le Chou-fleur et la crème. Moudre en petits morceaux les graines de courge, ou entières, comme vous préférez, puis les ajouter au mélange",oui,non,bas,P-L,non,non,non,25,septembre,mai,20016,300,g,28501,50,g,15028,10,g,17270,2,ml,19430,50,ml,12060,10,g,20238,10,g,11023,5,g,11024,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
45,Légumes-saison,12,Chou-fleur,Chou-fleur & carottes en épices,"Couper les carottes en rondelles, couper le chou-fleur en morceaux. cuire à la vapeur les carottes(25min) et Chou-fleur(15min). Faire revenir les oignons dans de l'huile d'olive, y verser le chou-fleur et carottes, les faire revenir 5min à feu moyen. Ajouter les autres ingrédients et laisser encore 2min à faible cuisson.",non,non,moyen,L-G,non,non,non,35,septembre,mai,20016,300,g,20009,150,g,13186,45,g,17270,5,ml,20034,30,g,11052,5,g,11026,15,g,11042,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
46,Légumes-saison,13,Chou-fleur,Curry de Chou-fleur et pois chiches,"Cuire à la vapeur le Chou-fleur préalablement coupé en morceaux pendant 15 min.. Chauffer un peu d'huile d'olive ,faire revenir l'oignon et l'ail jusqu'à ce qu'ils soient dorés.
Ajouter le chou-fleur et faire revenir pendant quelques minutes. Incorporer la poudre de curry, le curcuma et le cumin et bien mélanger .Verser le lait de coco dans la poêle. Ajouter les pois chiches cuits. Assaisonner avec du sel et du poivre selon votre goût. Laisser mijoter pendant 5minutes.Servir chaud, garni de coriandre fraîche si désiré,",non,non,moyen,P-L-G,non,non,non,30,septembre,mai,20016,200,g,20532,100,g,20034,20,g,11023,5,g,18041,100,ml,11005,1,pincée,11089,1,pincée,11042,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
47,Légumes-saison,14,Chou-fleur,Curry de Chou-fleur et Lentilles,"Rincer les lentilles puis les cuires à l'eau bouillante sans sel suivant les instructions(généralement 25min). cuire à la vapeur le Chou-fleur préalablement coupé en morceaux.Faire revenir l'oignon haché et l'ail émincé dans un peu d'huile jusqu'à ce qu'ils soient dorés. Ajoutez le chou-fleur dans la poêle et faire sauter pendant quelques minutes. Incorporer les lentilles, les tomates concassées, le lait de coco, le curry et le curcuma dans la poêle. Mélangez bien.",non,non,bas,P-L-G,non,non,non,35,septembre,mai,20016,150,g,20587,100,g,20276,200,g,18041,100,ml,20034,50,g,20034,10,g,11005,1,pincée,11089,1,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,très facile,oui,<7g,non
48,Légumes-saison,15,Chou-fleur,Curry de poulet au Chou-fleur,"Cuire à la vapeur le Chou-fleur préalablement coupé en morceaux pendant 10 min. Faire revenir l'oignon et l'ail dans un peu d'huile jusqu'à ce qu'ils soient dorés. Ajoutez le poulet et faire cuire jusqu'à ce qu'il soit doré.  Versez le lait de coco et ajoutez la poudre de curry. Mélangez bien et laissez mijoter jusqu'à ce que le poulet soit cuit. Ajoutez le Chou-fleur, assaisonnez avec du sel et du poivre selon votre goût. Garnissez de coriandre fraîche avant de servir.",oui,non,bas,P-L,non,non,non,25,septembre,mai,20016,300,g,36040,150,g,18041,100,ml,15055,10,g,20034,5,g,20034,50,g,11005,1,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
49,Légumes-saison,16,Chou-fleur,Petits pois à la menthe et chou-fleur rôtis au four,"Préchauffez votre four à 200°C (390°F). Dans un grand bol, mélangez les quartiers de Chou-fleur, les quartiers d'oignon rouge et les rondelles de carottes avec l'huile d'olive, le romarin frais, le sel et le poivre noir moulu. Placez la plaque de cuisson au four préchauffé et faire rôtir les légumes pendant environ 25 minutes, en remuant à mi-cuisson pour une cuisson uniforme. Hacher les feuilles de menthe et les cuires avec les petis pois pendant environ 5min.",non,non,moyen,P-G,non,non,non,30,septembre,mai,20016,200,g,20009,100,g,20036,140,g,17270,15,ml,20238,50,g,11068,5,g,11027,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
50,Légumes-saison,17,Chou-fleur,Gratin de Chou-fleur et pommes de terre,"Préchauffez votre four à 180°C (350°F).Huilez le petit moule allant au four.Coupez le Chou-fleur, la pomme de terre en rondelles.Disposez une couche de Chou-fleur au fond du moule, puis une couche de rondelles de pomme de terre. Saupoudrez d'ail émincé sur les légumes, puis assaisonnez avec du sel et du poivre selon votre goût.Verse a crème fraîche sur les légumes.
Saupoudrez le fromage râpé sur le dessus du gratin.Couvrez le moule d'une feuille de papier aluminium et enfournez pendant environ 25 minutes.Retirez le papier aluminium et poursuivez la cuisson pendant encore 15 à 20 minutes, ou jusqu'à ce que le fromage soit doré et que les légumes soient tendres.Laissez reposer quelques minutes avant de servir chaud..",non,non,élevé,L-G,non,non,non,55,septembre,mai,20016,200,g,4008,150,g,12060,50,g,19430,50,ml,17270,5,ml,11023,5,g,16410,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
51,Légumes-saison,18,Chou-fleur,Curry de Chou-fleur et dinde,"Cuire le riz selon les indications(45min). cuire au préalable le chou-fleur à la vapeur pendant 10min. Faites chauffer un peu d'huile dans une casserole à feu moyen.Ajoutez l'oignon émincé et l'ail émincé, et faites-les revenir jusqu'à ce qu'ils soient dorés et parfumés.Ajoutez les morceaux de dinde et faites-les dorer de tous les côtés. Ajoutez le chou-fleur et mélangez bien.
Incorporer la poudre de curry  et bien enrober la viande et les légumes.Versez le lait de coco et le bouillon dans la casserole et portez à ébullition.Réduisez le feu et laissez mijoter doucement pendant environ 10 minutes. Assaisonnez avec du sel et du poivre selon votre goût.Servez le curry de  Chou-fleur chaud avec du riz basmati cuit.",oui,non,bas,P-L,non,non,non,45,septembre,mai,20016,200,g,36304,100,g,25948,50,ml,9120,70,g,18041,100,ml,11023,5,g,20034,25,g,11005,10,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
